Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
30,26057,74,3,63,0,2,Nebraska,Yes,Basic,Master,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Small
51,0,70,13,18,0,2,Kansas,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
50,23228,64,4,0,1,6,Missouri,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
6,20668,188,34,54,3,2,Kansas,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Luxury Car,Large
56,51066,74,23,0,0,8,Missouri,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
44,0,126,4,59,0,2,Oklahoma,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Branch,SUV,Medsize
50,0,73,6,11,0,1,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Medsize
52,94943,69,3,22,0,1,Iowa,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
42,26840,64,1,47,2,1,Iowa,No,Basic,Master,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
33,63267,92,22,31,0,8,Missouri,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
41,74284,74,27,5,0,3,Missouri,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
18,84815,68,9,37,0,2,Iowa,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
25,25820,82,10,69,0,1,Missouri,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
56,0,130,11,0,0,1,Missouri,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,SUV,Medsize
30,61029,72,26,98,0,1,Iowa,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
11,22724,69,21,39,0,1,Oklahoma,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
27,94178,72,26,25,1,1,Oklahoma,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
42,65165,126,14,18,1,1,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Web,SUV,Medsize
14,0,128,4,24,0,6,Oklahoma,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Branch,SUV,Medsize
26,0,68,19,2,3,2,Missouri,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
33,0,66,9,10,1,1,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
9,58557,88,4,83,0,1,Missouri,Yes,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Large
54,62007,73,4,7,0,3,Oklahoma,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
3,71153,122,1,94,0,1,Missouri,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Hail,Web,Sports Car,Medsize
56,41479,94,14,38,1,1,Iowa,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Large
41,99839,66,17,12,0,3,Missouri,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Small
40,60455,104,20,25,0,2,Oklahoma,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L1,Other,Agent,SUV,Medsize
21,0,71,7,24,0,2,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Other,Web,Four-Door Car,Small
50,56270,83,23,2,0,4,Iowa,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
21,64431,74,19,49,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
10,37937,116,11,42,0,5,Iowa,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,SUV,Medsize
2,19949,74,0,99,1,3,Missouri,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Corporate L2,Collision,Branch,Four-Door Car,Medsize
52,0,71,12,37,0,1,Kansas,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Other,Web,Four-Door Car,Small
22,28204,182,30,84,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Hail,Branch,Luxury Car,Medsize
53,0,122,15,47,0,9,Iowa,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Sports Car,Medsize
55,66446,136,8,77,0,3,Kansas,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L1,Hail,Branch,SUV,Large
27,85448,72,16,76,0,3,Iowa,No,Basic,Bachelor,Employed,M,Rural,Married,Special Auto,Special L2,Scratch/Dent,Agent,Four-Door Car,Medsize
26,41167,118,16,4,0,1,Iowa,No,Premium,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Large
24,48263,104,2,32,0,1,Iowa,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Small
5,67780,92,0,72,0,3,Oklahoma,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Small
25,97917,67,14,32,5,3,Iowa,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L2,Other,Agent,Two-Door Car,Medsize
18,66839,154,33,24,0,1,Missouri,Yes,Premium,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Branch,Sports Car,Medsize
0,72354,73,9,10,0,8,Kansas,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
35,90893,110,33,0,0,1,Iowa,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
5,31071,111,0,57,2,1,Nebraska,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L2,Hail,Call Center,Sports Car,Small
28,40794,87,6,87,0,1,Nebraska,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
25,14072,71,13,3,0,2,Nebraska,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
8,64388,69,12,51,0,1,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
36,74015,72,12,61,0,6,Missouri,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
56,0,86,12,96,0,8,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
44,63455,61,26,71,0,1,Iowa,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
55,47778,96,2,81,0,7,Iowa,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
39,24661,196,6,28,0,7,Kansas,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,Luxury SUV,Medsize
16,54833,198,22,92,3,3,Iowa,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Luxury Car,Large
28,0,189,28,90,0,5,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Branch,Luxury Car,Medsize
55,18375,103,8,50,0,1,Missouri,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Collision,Branch,Sports Car,Large
40,56649,125,12,8,0,1,Iowa,No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L2,Collision,Branch,SUV,Large
9,42846,81,14,42,0,4,Missouri,No,Extended,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Collision,Branch,Four-Door Car,Medsize
19,0,67,4,44,0,1,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
38,55687,276,33,91,0,1,Missouri,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Luxury SUV,Medsize
21,23604,64,4,86,0,8,Nebraska,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L2,Collision,Web,Two-Door Car,Medsize
20,34337,113,20,44,0,9,Missouri,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Special Auto,Special L3,Hail,Web,Four-Door Car,Large
14,43199,61,23,31,0,3,Oklahoma,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
0,0,108,10,42,0,6,Iowa,No,Basic,Master,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Hail,Branch,Sports Car,Large
22,48992,94,30,0,1,7,Iowa,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
51,79867,74,25,76,1,1,Iowa,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Small
45,24123,104,7,61,0,1,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Branch,SUV,Medsize
13,0,71,1,29,0,2,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Large
15,25398,64,30,80,0,6,Missouri,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
54,85942,116,16,36,2,5,Nebraska,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
29,41829,76,11,41,0,2,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
26,0,82,14,27,2,2,Iowa,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Large
42,67575,91,27,85,0,2,Missouri,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
44,0,64,13,64,0,4,Iowa,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Small
19,65017,81,8,16,4,1,Missouri,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Small
42,30503,63,32,57,3,5,Kansas,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Collision,Call Center,Two-Door Car,Medsize
12,0,93,2,70,0,9,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
18,0,105,2,54,0,1,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Web,SUV,Small
46,0,112,31,21,0,1,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Scratch/Dent,Agent,SUV,Small
16,28773,229,14,72,0,2,Missouri,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Other,Web,Luxury Car,Medsize
58,35011,70,7,91,0,8,Iowa,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Large
24,78879,69,9,67,1,4,Missouri,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Small
39,83800,62,11,44,0,1,Iowa,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
35,25899,79,10,11,0,8,Nebraska,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
22,66156,72,11,66,0,6,Oklahoma,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
52,28582,112,27,24,0,2,Nebraska,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Hail,Agent,Sports Car,Small
7,39049,63,30,34,0,2,Missouri,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Hail,Agent,Two-Door Car,Medsize
50,18779,63,10,65,0,4,Nebraska,No,Basic,Doctor,Medical Leave,M,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Large
57,77357,67,24,38,0,8,Missouri,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L2,Scratch/Dent,Web,Four-Door Car,Medsize
28,86641,71,17,79,0,6,Iowa,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Small
31,12964,65,2,37,0,4,Nebraska,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Collision,Web,Two-Door Car,Medsize
39,35830,118,4,50,1,1,Missouri,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Small
13,34990,65,23,73,0,1,Missouri,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
45,23666,104,7,76,0,9,Nebraska,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
34,0,66,2,75,0,2,Missouri,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
2,39448,103,10,14,3,5,Iowa,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Scratch/Dent,Web,Four-Door Car,Medsize
10,22726,65,25,73,0,3,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
37,30821,97,27,59,0,1,Iowa,No,Extended,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
43,26239,65,11,39,0,2,Iowa,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Small
1,17622,65,1,36,1,3,Nebraska,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
25,74489,124,11,36,0,3,Missouri,No,Extended,Bachelor,Employed,F,Rural,Married,Special Auto,Special L2,Scratch/Dent,Branch,SUV,Medsize
36,27869,67,18,59,0,2,Iowa,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Collision,Web,Two-Door Car,Small
16,29957,65,19,72,0,7,Nebraska,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Small
42,69959,63,9,3,0,2,Oklahoma,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
47,56855,255,12,1,0,1,Iowa,No,Premium,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Other,Web,Luxury SUV,Medsize
39,0,86,29,45,0,2,Missouri,No,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
49,0,64,18,59,0,2,Iowa,No,Basic,College,Unemployed,F,Rural,Divorced,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
33,28666,64,23,81,0,8,Missouri,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Large
21,24814,69,31,48,0,2,Missouri,No,Basic,Doctor,Employed,M,Suburban,Single,Special Auto,Special L1,Hail,Call Center,Two-Door Car,Medsize
2,0,97,23,38,0,1,Iowa,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Call Center,Two-Door Car,Medsize
37,50363,63,24,40,0,8,Missouri,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
10,23803,72,11,90,0,1,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Other,Branch,Two-Door Car,Small
50,52499,138,0,61,0,2,Oklahoma,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Call Center,SUV,Medsize
48,20993,133,35,90,0,1,Iowa,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,SUV,Medsize
25,25632,63,27,52,0,7,Missouri,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Medsize
31,85210,74,23,76,0,1,Iowa,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Other,Web,Four-Door Car,Medsize
32,43318,66,35,28,0,5,Nebraska,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
16,38925,112,10,48,0,1,Missouri,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Scratch/Dent,Agent,Sports Car,Medsize
4,43817,62,25,12,1,2,Kansas,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
17,0,72,15,45,0,2,Missouri,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
33,69921,118,28,22,2,1,Nebraska,No,Premium,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
1,41456,73,11,19,0,1,Missouri,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Medsize
56,21497,128,31,58,0,1,Iowa,No,Extended,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Sports Car,Medsize
32,93870,69,1,96,0,8,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Medsize
19,63860,62,26,81,0,1,Iowa,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
28,32210,103,16,97,0,1,Missouri,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Call Center,SUV,Large
54,30658,89,6,67,0,2,Missouri,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
11,22103,109,16,31,0,2,Missouri,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
20,65742,79,6,0,0,1,Nebraska,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
21,0,107,14,90,0,3,Oklahoma,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
8,34644,66,7,36,0,2,Nebraska,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Medsize
29,57709,125,10,26,0,1,Nebraska,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
24,89513,116,5,12,0,6,Nebraska,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Hail,Branch,SUV,Medsize
44,76879,101,20,44,0,5,Iowa,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Web,Sports Car,Large
17,66991,115,1,71,0,1,Nebraska,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
25,16645,117,19,92,0,2,Kansas,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
21,26262,97,6,59,0,1,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Small
4,59782,70,29,51,0,9,Kansas,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Branch,Four-Door Car,Small
22,0,102,17,77,0,2,Nebraska,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
11,78152,114,18,35,0,1,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Other,Branch,SUV,Medsize
46,32967,105,16,70,1,4,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Branch,SUV,Small
57,23706,68,1,56,1,2,Iowa,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Web,Four-Door Car,Medsize
32,17576,71,29,70,0,1,Missouri,Yes,Basic,College,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Call Center,Four-Door Car,Medsize
55,0,106,7,44,0,4,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Web,Sports Car,Medsize
48,36635,63,20,28,0,1,Nebraska,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Other,Agent,Four-Door Car,Small
29,57709,125,10,26,0,1,Iowa,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,SUV,Medsize
9,49080,91,14,68,0,1,Oklahoma,No,Extended,Master,Employed,M,Rural,Single,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Small
27,69379,103,14,79,0,1,Missouri,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Medsize
7,0,139,24,3,1,2,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Collision,Branch,SUV,Small
38,14710,112,25,86,0,2,Nebraska,No,Basic,Doctor,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,Sports Car,Medsize
49,61987,125,24,4,0,1,Kansas,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
18,38898,117,26,68,0,3,Missouri,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Agent,SUV,Small
34,44190,74,17,40,0,3,Missouri,No,Basic,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Hail,Branch,Four-Door Car,Medsize
